K,GEP,spectra_file,Name,pathway,ES,NES,NOM_p,FDR_q,FWER p-val,Tag %,Gene %,leading_edge
5,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_5.dt_0_01.txt,prerank,HALLMARK_ALLOGRAFT_REJECTION,0.7092349927716117,2.676500887149891,0.0,0.0,0.0,72/121,16.92%,ITGAL;CD2;LTB;IL16;CD96;IL2RG;ZAP70;PTPRC;CD3E;FYB1;ETS1;CD3D;MAP4K1;LCK;HCLS1;ITK;CCL5;PTPN6;IL2RB;LCP2;CD79A;CD28;CD8A;CD247;PRKCB;CD7;STAT4;ITGB2;CCR5;CD3G;SIT1;IL12RB1;SRGN;GZMA;PRF1;CXCR3;WAS;TRAT1;CD40LG;IL27RA;ST8SIA4;CD40;IRF4;FASLG;CD4;IL2RA;GPR65;CCND3;TLR6;KLRD1;TNF;GBP2;IRF7;IRF8;IL18RAP;LY86;LY75;CD74;FGR;CCL4;GZMB;FAS;STAT1;CD80;HDAC9;FCGR2B;CRTAM;CCR2;SOCS1;NCR1;TLR1;CD1D
5,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_5.dt_0_01.txt,prerank,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.5561788295760933,-2.4611307375875344,0.0,0.0,0.0,98/164,22.74%,GPC1;LRP1;DST;MMP14;IGFBP2;TGFBI;FBLN1;PFN2;IGFBP4;COL7A1;DPYSL3;ITGB5;SPARC;COL3A1;COL4A2;COL1A2;TPM1;SAT1;SDC4;ELN;COL6A2;RHOB;QSOX1;THBS1;FSTL1;FUCA1;DCN;COL5A1;JUN;MATN2;COL6A3;ITGA2;LAMA3;VEGFA;LAMC1;LUM;DAB2;MMP2;COL1A1;CALD1;COL4A1;GJA1;SLC6A8;CXCL12;VCAN;SERPINH1;THBS2;FN1;COL16A1;HTRA1;WNT5A;COL5A2;FBN1;PMP22;BMP1;PDLIM4;EDIL3;CDH11;PLOD2;MXRA5;FBLN2;ANPEP;TNC;SNAI2;ECM1;TIMP3;PCOLCE;PLAUR;LOXL1;FBLN5;THY1;PDGFRB;CRLF1;PTHLH;BGN;GREM1;MYL9;ABI3BP;PVR;LAMC2;CAPG;COL12A1;PRRX1;VCAM1;NNMT;IGFBP3;LOX;TAGLN;TPM2;CCN1;MYLK;NID2;SFRP1;LAMA2;TIMP1;ACTA2;MGP;FMOD
5,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_5.dt_0_01.txt,prerank,HALLMARK_G2M_CHECKPOINT,-0.6204666564832216,-2.359276288963556,0.0,0.0,0.0,59/68,32.74%,MCM2;SLC12A2;CDK1;TOP2A;TPX2;MEIS1;ODC1;NUSAP1;MKI67;E2F1;LMNB1;PTTG1;CDKN2C;EZH2;KIF23;MCM6;SLC7A1;MT2A;PRC1;CKS2;TROAP;PLK1;MYBL2;KPNA2;RAD54L;CDC20;CENPF;BIRC5;CCNB2;HMMR;NDC80;ORC6;CCND1;CDC45;MAP3K20;KIF11;SMC4;KIF2C;TTK;NEK2;MEIS2;ESPL1;INCENP;FANCC;MYC;CENPA;CENPE;AURKB;POLQ;CCNF;SNRPD1;BUB1;EXO1;UBE2C;POLE;AURKA;KIF15;DMD;TACC3
5,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_5.dt_0_01.txt,prerank,HALLMARK_E2F_TARGETS,-0.6356169259112403,-2.3353176678614407,0.0,0.0,0.0,46/54,31.14%,MCM2;MCM4;CDKN2A;CDK1;HELLS;TK1;TOP2A;HMGB2;TCF19;MKI67;LMNB1;PTTG1;CDKN1A;CDKN2C;EZH2;RRM2;MCM6;CIT;CKS2;CENPM;TFRC;PLK1;MYBL2;KPNA2;CDC20;BIRC5;CCNB2;HMMR;ORC6;MELK;SMC4;SPC25;KIF2C;SPAG5;CDCA3;DLGAP5;CDCA8;KIF18B;ESPL1;DEPDC1;MYC;CENPE;AURKB;POLE;AURKA;DIAPH3
5,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_5.dt_0_01.txt,prerank,HALLMARK_COAGULATION,-0.5445562414868231,-2.135597090103427,0.0,0.0005270664103677064,0.001,45/79,26.70%,GSN;CTSB;LRP1;MMP14;C1R;C1S;SPARC;A2M;SERPINA1;LGMN;THBS1;PRSS23;ITGA2;ADAM9;C1QA;MMP2;CFB;ANXA1;FN1;HTRA1;FBN1;BMP1;PLAU;C2;CLU;CFD;SERPING1;CSRP1;TIMP3;C3;PLAT;CFH;F3;TIMP1;VWF;THBD;MMP9;MMP11;CRIP2;CFI;DUSP6;GDA;CTSK;ITGB3;TFPI2
5,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_5.dt_0_01.txt,prerank,HALLMARK_ESTROGEN_RESPONSE_LATE,-0.5132689860812711,-2.1042493230629837,0.0,0.0008433062565883302,0.002,40/106,12.52%,CDH1;CXCL14;KRT19;AGR2;CA12;RAPGEFL1;CKB;SCNN1A;NBL1;IGFBP4;MDK;PLXNB1;KLF4;TFF3;CA2;SERPINA1;UGDH;FOS;FLNB;PRSS23;HR;CPE;CXCL12;BLVRB;FARP1;SLC26A2;FGFR3;TJP3;TOP2A;LLGL2;MYB;OVOL2;KLK11;TOB1;TSPAN13;FABP5;CYP4F11;HSPA4L;SGK1;KLK10
5,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_5.dt_0_01.txt,prerank,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.5439776141740004,2.040600477071473,0.0,0.0,0.0,50/111,17.32%,NLRC5;CCL5;PTPN6;IL2RB;RNF213;IL10RA;ITGB7;LCP2;CASP8;KLRK1;SP110;STAT4;BANK1;ZBP1;ISG20;RAPGEF6;CD69;GZMA;CIITA;IRF1;EIF4E3;SLAMF7;ST8SIA4;SAMD9L;CD40;IRF4;SAMHD1;GPR18;OAS2;ST3GAL5;CD38;PSMB9;TNFAIP3;TRIM14;PDE4B;IRF7;IRF8;PARP14;CD74;MX2;FAS;GBP4;STAT1;IL18BP;EPSTI1;SOCS1;PFKP;IFITM2;CSF2RB;HELZ2
5,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_5.dt_0_01.txt,prerank,HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.4577685662654019,-1.9207875611040137,0.0,0.0007027552138236085,0.002,44/118,16.04%,CLDN7;KRT8;ELF3;KRT19;CA12;RAPGEFL1;SCNN1A;NBL1;IGFBP4;MUC1;KRT15;KLF4;TFF3;HES1;ESRP2;MLPH;FOS;FLNB;PRSS23;HR;AKAP1;GJA1;CXCL12;BLVRB;FARP1;SLC26A2;LAD1;SVIL;TJP3;DHRS3;CELSR1;MYB;OVOL2;TOB1;TTC39A;FHL2;KLK10;NAV2;KAZN;TUBB2B;LRIG1;RHOBTB3;THSD4;FASN
5,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_5.dt_0_01.txt,prerank,HALLMARK_XENOBIOTIC_METABOLISM,-0.48261524800706634,-1.9180770009970691,0.0,0.0006023616118488073,0.002,21/80,7.70%,EPHX1;ABCC3;AKR1C3;TMEM176B;FBLN1;AKR1C2;ALDH3A1;IGFBP4;GCLC;NQO1;MAOA;CES1;CA2;EPHA2;UGDH;PTGR1;BCAR1;NDRG2;APOE;CFB;BLVRB
5,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_5.dt_0_01.txt,prerank,HALLMARK_MYOGENESIS,-0.4554351321515502,-1.903160941606787,0.0,0.0007905996155515595,0.003,47/112,22.66%,GSN;ITGB4;CKB;NQO1;ITGB5;SPARC;COL3A1;COL4A2;ERBB3;EFS;COL6A2;SPHK1;MYH11;COL6A3;CNN3;COL1A1;SLC6A8;CDH13;SVIL;IGFBP7;EPHB3;SCD;SOD3;GAA;CLU;CFD;NAV2;AEBP1;CDKN1A;SMTN;CD36;VIPR1;MAPRE3;SORBS3;COL15A1;CRYAB;DTNA;FST;IGFBP3;TAGLN;WWTR1;TPM2;MYLK;GPX3;LAMA2;BDKRB2;TNNT3
